"";"Temperature (K)";"Pressure (MPa)";"Volume (m3/kg)";"Density (kg/m3)";"mol_mass (g/mol)";"Entropy (kJ/kg/K)";"Enthalpy (kJ/kg)";"Internal energy (kJ/kg)";"Cp(fr) (kJ/kg/K)";"Cv(fr) (kJ/kg/K)";"gamma(fr)";"Sound speed(fr) (m/s)";"Cp(eq) (kJ/kg/K)";"Cv(eq) (kJ/kg/K)";"gamma(eq)";"Sound speed(eq) (m/s)";"Energy Input (J/mol) ";"Energy Input (eV/molecule)";"Energy Input (kJ/kg)";"Flow rate (kg/h)"
5.000000000000e+02;5.000000000000e+02;1.013250000000e-01;1.464591117137e+00;6.827844224227e-01;2.801338709157e+01;7.375431309096e+00;2.107714232664e+02;6.237049701481e+01;1.056791106142e+00;7.599897956535e-01;1.390533283718e+00;4.542642958044e+02;1.056791106072e+00;7.599891328118e-01;1.390534496849e+00;4.542630241847e+02;5.850548663086e+03;6.063619895420e-02;2.088482161249e+02;1.007852674681e+02
5.200000000000e+02;5.200000000000e+02;1.013250000000e-01;1.523174883503e+00;6.565234306516e-01;2.801338642873e+01;7.416948994880e+00;2.319429525100e+02;7.760598920825e+01;1.060392761280e+00;7.635914437684e-01;1.388691256212e+00;4.629535669150e+02;1.060392761203e+00;7.635907809267e-01;1.388692462032e+00;4.629522830353e+02;6.443635185008e+03;6.678306045579e-02;2.300197453684e+02;1.007852674681e+02
5.400000000000e+02;5.400000000000e+02;1.013250000000e-01;1.581758644426e+00;6.322077034471e-01;2.801338581129e+01;7.457038767974e+00;2.531882366838e+02;9.291523633207e+01;1.064162719396e+00;7.673613953430e-01;1.386781672696e+00;4.714480499265e+02;1.064162719312e+00;7.673607325013e-01;1.386782870952e+00;4.714467529150e+02;7.038787833312e+03;7.295133568413e-02;2.512650295423e+02;1.007852674681e+02
5.600000000000e+02;5.600000000000e+02;1.013250000000e-01;1.640342400688e+00;6.096288187029e-01;2.801338523424e+01;7.495810228466e+00;2.745104171171e+02;1.083013797152e+02;1.068079036788e+00;7.712777066216e-01;1.384817722098e+00;4.797591223688e+02;1.068079036697e+00;7.712770437798e-01;1.384818912591e+00;4.797578115287e+02;7.636094607305e+03;7.914193668076e-02;2.725872099755e+02;1.007852674681e+02
5.800000000000e+02;5.800000000000e+02;1.013250000000e-01;1.698926152937e+00;5.886071023579e-01;2.801338469328e+01;7.533360716055e+00;2.959122259542e+02;1.237671515023e+02;1.072122632794e+00;7.753212968953e-01;1.382810761277e+00;4.878971685920e+02;1.072122632695e+00;7.753206340535e-01;1.382811943855e+00;4.878958433663e+02;8.235632043646e+03;8.535565668617e-02;2.939890188127e+02;1.007852674681e+02
6.000000000000e+02;6.000000000000e+02;1.013250000000e-01;1.757509901704e+00;5.689868370190e-01;2.801338418468e+01;7.569777060552e+00;3.173960375489e+02;1.393149260470e+02;1.076276726959e+00;7.794753856723e-01;1.380770639769e+00;4.958717039074e+02;1.076276726854e+00;7.794747228305e-01;1.380771814321e+00;4.958703638513e+02;8.837466656053e+03;9.159318506119e-02;3.154728304074e+02;1.007852674681e+02
6.200000000000e+02;6.200000000000e+02;1.013250000000e-01;1.816093647436e+00;5.506323979560e-01;2.801338370522e+01;7.605137028915e+00;3.389639099103e+02;1.549467613583e+02;1.080526401193e+00;7.837250548259e-01;1.378705956303e+00;5.036914791084e+02;1.080526401080e+00;7.837243919841e-01;1.378707122750e+00;5.036901238685e+02;9.441656096360e+03;9.785511932038e-02;3.370407027688e+02;1.007852674681e+02
6.400000000000e+02;6.400000000000e+02;1.013250000000e-01;1.874677390506e+00;5.334251136032e-01;2.801338325210e+01;7.639510530116e+00;3.606176183782e+02;1.706644327761e+02;1.084858256151e+00;7.880569049829e-01;1.376624263160e+00;5.113645690385e+02;1.084858256030e+00;7.880562421411e-01;1.376625421454e+00;5.113631983356e+02;1.004825009787e+04;1.041419749092e-01;3.586944112367e+02;1.007852674681e+02
6.600000000000e+02;6.600000000000e+02;1.013250000000e-01;1.933261131232e+00;5.172606968841e-01;2.801338282287e+01;7.672960625115e+00;3.823586831755e+02;1.864694605233e+02;1.089260139379e+00;7.924587836632e-01;1.374532230362e+00;5.188984480939e+02;1.089260139251e+00;7.924581208214e-01;1.374533380482e+00;5.188970617099e+02;1.065729124720e+04;1.104541932033e-01;3.804354760339e+02;1.007852674681e+02
6.800000000000e+02;6.800000000000e+02;1.013250000000e-01;1.991844869883e+00;5.020471298344e-01;2.801338241535e+01;7.705544378761e+00;4.041883920984e+02;2.023631323961e+02;1.093720928578e+00;7.969195685453e-01;1.372435778650e+00;5.263000549589e+02;1.093720928444e+00;7.969189057035e-01;1.372436920599e+00;5.262986527256e+02;1.126881561989e+04;1.167921480967e-01;4.022651849568e+02;1.007852674681e+02
7.000000000000e+02;7.000000000000e+02;1.013250000000e-01;2.050428606689e+00;4.877029108635e-01;2.801338202766e+01;7.737313582518e+00;4.261078193169e+02;2.183465225646e+02;1.098230357584e+00;8.014289934432e-01;1.370340188050e+00;5.335758484086e+02;1.098230357442e+00;8.014283306013e-01;1.370341321851e+00;5.335744301995e+02;1.188285330711e+04;1.231561514597e-01;4.241846121754e+02;1.007852674681e+02
7.200000000000e+02;7.200000000000e+02;1.013250000000e-01;2.109012341849e+00;4.741555941409e-01;2.801338165810e+01;7.768315370950e+00;4.481178410421e+02;2.344205072398e+02;1.102778875695e+00;8.059775076386e-01;1.368250187187e+00;5.407318556623e+02;1.102778875545e+00;8.059768447967e-01;1.368251312880e+00;5.407304213853e+02;1.249942885450e+04;1.295464576882e-01;4.461946339006e+02;1.007852674681e+02
7.400000000000e+02;7.400000000000e+02;1.013250000000e-01;2.167596075534e+00;4.613405658403e-01;2.801338130518e+01;7.798592750226e+00;4.702191486522e+02;2.505857777998e+02;1.107357533253e+00;8.105561614579e-01;1.366170027332e+00;5.477737144854e+02;1.107357533096e+00;8.105554986160e-01;1.366171144976e+00;5.477722640772e+02;1.311856162992e+04;1.359632675144e-01;4.682959415107e+02;1.007852674681e+02
7.600000000000e+02;7.600000000000e+02;1.013250000000e-01;2.226179807893e+00;4.492000136083e-01;2.801338096756e+01;7.828185053372e+00;4.924122597468e+02;2.668428518443e+02;1.111957888015e+00;8.151565126426e-01;1.364103544251e+00;5.547067100223e+02;1.111957887851e+00;8.151558498007e-01;1.364104653918e+00;5.547052434435e+02;1.374026613309e+04;1.424067312159e-01;4.904890526053e+02;1.007852674681e+02
7.800000000000e+02;7.800000000000e+02;1.013250000000e-01;2.284763539056e+00;4.376820545785e-01;2.801338064406e+01;7.857128334166e+00;5.146975274998e+02;2.831920825472e+02;1.116571928105e+00;8.197705493051e-01;1.362054210232e+00;5.615358071623e+02;1.116571927933e+00;8.197698864632e-01;1.362055312006e+00;5.615343243938e+02;1.436455225762e+04;1.488769513322e-01;5.127743203582e+02;1.007852674681e+02
8.000000000000e+02;8.000000000000e+02;1.013250000000e-01;2.343347269136e+00;4.267399941830e-01;2.801338033362e+01;7.885455709379e+00;5.370751486099e+02;2.996336666073e+02;1.121192008283e+00;8.243906261941e-01;1.360025178184e+00;5.682656791050e+02;1.121192008104e+00;8.243899633522e-01;1.360026272164e+00;5.682641801444e+02;1.499142551370e+04;1.553739849719e-01;5.351519414684e+02;1.007852674681e+02
8.200000000000e+02;8.200000000000e+02;1.013250000000e-01;2.401930998234e+00;4.163316934313e-01;2.801338003527e+01;7.913197657309e+00;5.595451700876e+02;3.161676510349e+02;1.125810796956e+00;8.290094117064e-01;1.358019319273e+00;5.749007326732e+02;1.125810796770e+00;8.290087488645e-01;1.358020405564e+00;5.748992175325e+02;1.562088721826e+04;1.618978457839e-01;5.576219629460e+02;1.007852674681e+02
8.400000000000e+02;8.400000000000e+02;1.013250000000e-01;2.460514726438e+00;4.064190265780e-01;2.801337974815e+01;7.940382279172e+00;5.821074950719e+02;3.327939389692e+02;1.130421231915e+00;8.336198436227e-01;1.356039255258e+00;5.814451308359e+02;1.130421231720e+00;8.336191807807e-01;1.356040333978e+00;5.814435995390e+02;1.625293465789e+04;1.684485056459e-01;5.801842879304e+02;1.007852674681e+02
8.600000000000e+02;8.600000000000e+02;1.013250000000e-01;2.519098453827e+00;3.969674144657e-01;2.801337947149e+01;7.967035528773e+00;6.047618878366e+02;3.495122946838e+02;1.135016483186e+00;8.382150919631e-01;1.354087386482e+00;5.879028128230e+02;1.135016482984e+00;8.382144291211e-01;1.354088457755e+00;5.879012654039e+02;1.688756122910e+04;1.750258961180e-01;6.028386806951e+02;1.007852674681e+02
8.800000000000e+02;8.800000000000e+02;1.013250000000e-01;2.577682180468e+00;3.879454215020e-01;2.801337920459e+01;7.993181414986e+00;6.275079781126e+02;3.663223479097e+02;1.139589921735e+00;8.427885276841e-01;1.352165916243e+00;5.942775121587e+02;1.139589921525e+00;8.427878648421e-01;1.352166980202e+00;5.942759486599e+02;1.752475655939e+04;1.816299096978e-01;6.255847709711e+02;1.007852674681e+02
9.000000000000e+02;9.000000000000e+02;1.013250000000e-01;2.636265906426e+00;3.793244063744e-01;2.801337894681e+01;8.018842180831e+00;6.503452648350e+02;3.832235975820e+02;1.144135092971e+00;8.473336961892e-01;1.350276872166e+00;6.005727728854e+02;1.144135092754e+00;8.473330333472e-01;1.350277928951e+00;6.005711933567e+02;1.816450661223e+04;1.882604009080e-01;6.484220576934e+02;1.007852674681e+02
9.200000000000e+02;9.200000000000e+02;1.013250000000e-01;2.694849631754e+00;3.710782183231e-01;2.801337869758e+01;8.044038462330e+00;6.732731194006e+02;4.002154150976e+02;1.148645694249e+00;8.518442948264e-01;1.348422125059e+00;6.067919642115e+02;1.148645694024e+00;8.518436319844e-01;1.348423174816e+00;6.067903687086e+02;1.880679377831e+04;1.949171872422e-01;6.713499122591e+02;1.007852674681e+02
9.400000000000e+02;9.400000000000e+02;1.013250000000e-01;2.753433356503e+00;3.631829321884e-01;2.801337845636e+01;8.068789429823e+00;6.962907885103e+02;4.172970471573e+02;1.153115555679e+00;8.563141537003e-01;1.346603405650e+00;6.129382937811e+02;1.153115555446e+00;8.563134908582e-01;1.346604448530e+00;6.129366823650e+02;1.945159695517e+04;2.016000499906e-01;6.943675813688e+02;1.007852674681e+02
9.600000000000e+02;9.600000000000e+02;1.013250000000e-01;2.812017080717e+00;3.556166165765e-01;2.801337822269e+01;8.093112914043e+00;7.193973966557e+02;4.344676182525e+02;1.157538623707e+00;8.607372192526e-01;1.344822319537e+00;6.190148197358e+02;1.157538623466e+00;8.607365564105e-01;1.344823355697e+00;6.190131924715e+02;2.009889161682e+04;2.083087349612e-01;7.174741895141e+02;1.007852674681e+02
9.800000000000e+02;9.800000000000e+02;1.013250000000e-01;2.870600804436e+00;3.483591304143e-01;2.801337799613e+01;8.117025518868e+00;7.425919483010e+02;4.517261328477e+02;1.161908947019e+00;8.651075401647e-01;1.343080360620e+00;6.250244617130e+02;1.161908946771e+00;8.651068773227e-01;1.343081390222e+00;6.250228186694e+02;2.074864987493e+04;2.150429531140e-01;7.406687411594e+02;1.007852674681e+02
1.000000000000e+03;1.000000000000e+03;1.013250000000e-01;2.929184527698e+00;3.413919439162e-01;2.801337777628e+01;8.140542722416e+00;7.658733298039e+02;4.690714773006e+02;1.166220664397e+00;8.694192552133e-01;1.341378923234e+00;6.309700109081e+02;1.166220664141e+00;8.694185923712e-01;1.341379946444e+00;6.309683521571e+02;2.140084053260e+04;2.218023811184e-01;7.639501226623e+02;1.007852674681e+02
1.020000000000e+03;1.020000000000e+03;1.013250000000e-01;2.987768250534e+00;3.346979806153e-01;2.801337756279e+01;8.163678967915e+00;7.892403111098e+02;4.865024215565e+02;1.170467994222e+00;8.736665827758e-01;1.339719313176e+00;6.368541393081e+02;1.170467993958e+00;8.736659199337e-01;1.339720330164e+00;6.368524649239e+02;2.205542913180e+04;2.285866618449e-01;7.873171039683e+02;1.007852674681e+02
1.040000000000e+03;1.040000000000e+03;1.013250000000e-01;3.046351972974e+00;3.282614776203e-01;2.801337735531e+01;8.186447745542e+00;8.126915472509e+02;5.040176206475e+02;1.174645225380e+00;8.778438117356e-01;1.338102757776e+00;6.426794081913e+02;1.174645225108e+00;8.778431488935e-01;1.338103768714e+00;6.426777182504e+02;2.271237799542e+04;2.353954048007e-01;8.107683401093e+02;1.007852674681e+02
1.060000000000e+03;1.060000000000e+03;1.013250000000e-01;3.104935695046e+00;3.220678616937e-01;2.801337715355e+01;8.208861666324e+00;8.362255796750e+02;5.216156160216e+02;1.178746709358e+00;8.819452935763e-01;1.336530415144e+00;6.484482759766e+02;1.178746709078e+00;8.819446307342e-01;1.336531420210e+00;6.484465705572e+02;2.337164626446e+04;2.422281865153e-01;8.343023725335e+02;1.007852674681e+02
1.080000000000e+03;1.080000000000e+03;1.013250000000e-01;3.163519416775e+00;3.161036390981e-01;2.801337695723e+01;8.230932528976e+00;8.598408374278e+02;5.392948367242e+02;1.182766853353e+00;8.859654354917e-01;1.335003382719e+00;6.541631054932e+02;1.182766853066e+00;8.859647726496e-01;1.335004382093e+00;6.541613846747e+02;2.403318993114e+04;2.490845508838e-01;8.579176302862e+02;1.007852674681e+02
1.100000000000e+03;1.100000000000e+03;1.013250000000e-01;3.222103138183e+00;3.103562974598e-01;2.801337676609e+01;8.252671380499e+00;8.835356382047e+02;5.570536004511e+02;1.186700114251e+00;8.898986943637e-01;1.333522705187e+00;6.598261707344e+02;1.186700113955e+00;8.898980315216e-01;1.333523699052e+00;6.598244345978e+02;2.469696186838e+04;2.559640094722e-01;8.816124310632e+02;1.007852674681e+02
1.120000000000e+03;1.120000000000e+03;1.013250000000e-01;3.280686859291e+00;3.048142181470e-01;2.801337657990e+01;8.274088571213e+00;9.073081892915e+02;5.748901144878e+02;1.190540993347e+00;8.937395714872e-01;1.332089381883e+00;6.654396631531e+02;1.190540993043e+00;8.937389086451e-01;1.332090370424e+00;6.654379117798e+02;2.536291185618e+04;2.628660417906e-01;9.053849821500e+02;1.007852674681e+02
1.140000000000e+03;1.140000000000e+03;1.013250000000e-01;3.339270580118e+00;2.994665978714e-01;2.801337639844e+01;8.295193804825e+00;9.311565884047e+02;5.928024765510e+02;1.194284031718e+00;8.974826079363e-01;1.330704373720e+00;6.710056975455e+02;1.194284031407e+00;8.974819450942e-01;1.330705357126e+00;6.710039310180e+02;2.603098660509e+04;2.697900955374e-01;9.292333812632e+02;1.007852674681e+02
1.160000000000e+03;1.160000000000e+03;1.013250000000e-01;3.397854300681e+00;2.943033783996e-01;2.801337622151e+01;8.315996184080e+00;9.550788244458e+02;6.107886755420e+02;1.197923806142e+00;9.011223804853e-01;1.329368609730e+00;6.765263175704e+02;1.197923805822e+00;9.011217176431e-01;1.329369588191e+00;6.765245359716e+02;2.670112977741e+04;2.767355868178e-01;9.531556173042e+02;1.007852674681e+02
1.180000000000e+03;1.180000000000e+03;1.013250000000e-01;3.456438020997e+00;2.893151834129e-01;2.801337604895e+01;8.336504252431e+00;9.790727781783e+02;6.288465922244e+02;1.201454925494e+00;9.046534980090e-01;1.328082993255e+00;6.820035009407e+02;1.201454925166e+00;9.046528351668e-01;1.328083966966e+00;6.820017043539e+02;2.737328200613e+04;2.837019003407e-01;9.771495710368e+02;1.007852674681e+02
1.200000000000e+03;1.200000000000e+03;1.013250000000e-01;3.515021741080e+00;2.844932616812e-01;2.801337588056e+01;8.356726032159e+00;1.003136222838e+03;6.469739998337e+02;1.204872027569e+00;9.080705982999e-01;1.326848407849e+00;6.874391643248e+02;1.204872027233e+00;9.080699354578e-01;1.326849377006e+00;6.874373528337e+02;2.804738091199e+04;2.906883895957e-01;1.001213015696e+03;1.007852674681e+02
1.220000000000e+03;1.220000000000e+03;1.013250000000e-01;3.573605460943e+00;2.798294358259e-01;2.801337571621e+01;8.376669048771e+00;1.027266811912e+03;6.651685518585e+02;1.208168396428e+00;9.113669654178e-01;1.325666215995e+00;6.928352968333e+02;1.208168396084e+00;9.113663025756e-01;1.325667180796e+00;6.928334705219e+02;2.872336076124e+04;2.976943733056e-01;1.025343604771e+03;1.007852674681e+02
1.240000000000e+03;1.240000000000e+03;1.013250000000e-01;3.632189180601e+00;2.753160560416e-01;2.801337555575e+01;8.396340401310e+00;1.051462126164e+03;6.834278290604e+02;1.211345760725e+00;9.145443280144e-01;1.324534769523e+00;6.981930488151e+02;1.211345760373e+00;9.145436651722e-01;1.324535730163e+00;6.981912077670e+02;2.940115378277e+04;3.047191490780e-01;1.049538919023e+03;1.007852674681e+02
1.260000000000e+03;1.260000000000e+03;1.013250000000e-01;3.690772900063e+00;2.709459582254e-01;2.801337539904e+01;8.415746935161e+00;1.075719855390e+03;7.017495212360e+02;1.214411016251e+00;9.176095818805e-01;1.323450670341e+00;7.035130362459e+02;1.214411015891e+00;9.176089190383e-01;1.323451626999e+00;7.035111805448e+02;3.008069525995e+04;3.117620461772e-01;1.073796648249e+03;1.007852674681e+02
1.280000000000e+03;1.280000000000e+03;1.013250000000e-01;3.749356619341e+00;2.667124260310e-01;2.801337524595e+01;8.434895276659e+00;1.100037821924e+03;7.201314507197e+02;1.217370529566e+00;9.205690935734e-01;1.322410819638e+00;7.087958737947e+02;1.217370529198e+00;9.205684307312e-01;1.322411772482e+00;7.087940035235e+02;3.076192418894e+04;3.188224323479e-01;1.098114614782e+03;1.007852674681e+02
1.300000000000e+03;1.300000000000e+03;1.013250000000e-01;3.807940338445e+00;2.626091564261e-01;2.801337509637e+01;8.453791838850e+00;1.124413970547e+03;7.385715622932e+02;1.220230186467e+00;9.234287488892e-01;1.321412386104e+00;7.140421728280e+02;1.220230186090e+00;9.234280860470e-01;1.321413335291e+00;7.140402880693e+02;3.144478299610e+04;3.258997108858e-01;1.122490763406e+03;1.007852674681e+02
1.320000000000e+03;1.320000000000e+03;1.013250000000e-01;3.866524057385e+00;2.586302283805e-01;2.801337495016e+01;8.472442827512e+00;1.148846359316e+03;7.570679140114e+02;1.222995435361e+00;9.261939962340e-01;1.320452778072e+00;7.192525397773e+02;1.222995434976e+00;9.261933333918e-01;1.320453723748e+00;7.192506406129e+02;3.212921728094e+04;3.329933179741e-01;1.146923152174e+03;1.007852674681e+02
1.340000000000e+03;1.340000000000e+03;1.013250000000e-01;3.925107776168e+00;2.547700743586e-01;2.801337480722e+01;8.490854247345e+00;1.173333151205e+03;7.756186688510e+02;1.225671326138e+00;9.288698854975e-01;1.319529619030e+00;7.244275748073e+02;1.225671325746e+00;9.288692226552e-01;1.319530561333e+00;7.244256613186e+02;3.281517558220e+04;3.401027202583e-01;1.171409944064e+03;1.007852674681e+02
1.360000000000e+03;1.360000000000e+03;1.013250000000e-01;3.983691494804e+00;2.510234543273e-01;2.801337466744e+01;8.509031908242e+00;1.197872606500e+03;7.942220870951e+02;1.228262545077e+00;9.314611029550e-01;1.318640726038e+00;7.295678707395e+02;1.228262544676e+00;9.314604401127e-01;1.318641665097e+00;7.295659430069e+02;3.350260916448e+04;3.472274126357e-01;1.195949399358e+03;1.007852674681e+02
1.380000000000e+03;1.380000000000e+03;1.013250000000e-01;4.042275213299e+00;2.473854320236e-01;2.801337453071e+01;8.526981431595e+00;1.222463075835e+03;8.128765193802e+02;1.230773446226e+00;9.339720026549e-01;1.317784090665e+00;7.346740121884e+02;1.230773445816e+00;9.339713398126e-01;1.317785026602e+00;7.346720702919e+02;3.419147182351e+04;3.543669162362e-01;1.220539868693e+03;1.007852674681e+02
1.400000000000e+03;1.400000000000e+03;1.013250000000e-01;4.100858931660e+00;2.438513532567e-01;2.801337439693e+01;8.544708256565e+00;1.247102993844e+03;8.315804003394e+02;1.233208079678e+00;9.364066346896e-01;1.316957862101e+00;7.397465748781e+02;1.233208079260e+00;9.364059718473e-01;1.316958795029e+00;7.397446188967e+02;3.488171970804e+04;3.615207765772e-01;1.245179786702e+03;1.007852674681e+02
1.420000000000e+03;1.420000000000e+03;1.013250000000e-01;4.159442649895e+00;2.404168260440e-01;2.801337426600e+01;8.562217646297e+00;1.271790873338e+03;8.503322427829e+02;1.235570217075e+00;9.387687706993e-01;1.316160332170e+00;7.447861251089e+02;1.235570216649e+00;9.387681078571e-01;1.316161262198e+00;7.447841551209e+02;3.557331115682e+04;3.686885618736e-01;1.269867666196e+03;1.007852674681e+02
1.440000000000e+03;1.440000000000e+03;1.013250000000e-01;4.218026368009e+00;2.370777024023e-01;2.801337413784e+01;8.579514694038e+00;1.296525299967e+03;8.691306323627e+02;1.237863374647e+00;9.410619269138e-01;1.315389922007e+00;7.497932193523e+02;1.237863374213e+00;9.410612640715e-01;1.315390849235e+00;7.497912354354e+02;3.626620654916e+04;3.758698614891e-01;1.294602092826e+03;1.007852674681e+02
1.460000000000e+03;1.460000000000e+03;1.013250000000e-01;4.276610086009e+00;2.338300616349e-01;2.801337401235e+01;8.596604329131e+00;1.321304927332e+03;8.879742226768e+02;1.240090834062e+00;9.432893849996e-01;1.314645170170e+00;7.547684039519e+02;1.240090833620e+00;9.432887221574e-01;1.314646094695e+00;7.547664061826e+02;3.696036816777e+04;3.830642845143e-01;1.319381720190e+03;1.007852674681e+02
1.480000000000e+03;1.480000000000e+03;1.013250000000e-01;4.335193803899e+00;2.306701949750e-01;2.801337388945e+01;8.613491322875e+00;1.346128472475e+03;9.068617307698e+02;1.242255661314e+00;9.454542109494e-01;1.313924722030e+00;7.597122149142e+02;1.242255660864e+00;9.454535481071e-01;1.313925643943e+00;7.597102033684e+02;3.765576007268e+04;3.902714584609e-01;1.344205265333e+03;1.007852674681e+02
1.500000000000e+03;1.500000000000e+03;1.013250000000e-01;4.393777521685e+00;2.275945914568e-01;2.801337376906e+01;8.630180294234e+00;1.370994711748e+03;9.257919329935e+02;1.244360723860e+00;9.475592722192e-01;1.313227320276e+00;7.646251777752e+02;1.244360723401e+00;9.475586093769e-01;1.313228239663e+00;7.646231525279e+02;3.835234798537e+04;3.974910280594e-01;1.369071504607e+03;1.007852674681e+02
1.520000000000e+03;1.520000000000e+03;1.013250000000e-01;4.452361239371e+00;2.245999249022e-01;2.801337365109e+01;8.646675715383e+00;1.395902476999e+03;9.447636611942e+02;1.246408706189e+00;9.496072532988e-01;1.312551796397e+00;7.695078075300e+02;1.246408705722e+00;9.496065904565e-01;1.312552713339e+00;7.695057686554e+02;3.905009918188e+04;4.047226541527e-01;1.393979269858e+03;1.007852674681e+02
1.540000000000e+03;1.540000000000e+03;1.013250000000e-01;4.510944956962e+00;2.216830419216e-01;2.801337353548e+01;8.662981917083e+00;1.420850652053e+03;9.637757991979e+02;1.248402123990e+00;9.516006698752e-01;1.311897063034e+00;7.743606086152e+02;1.248402123515e+00;9.516000070329e-01;1.311897977608e+00;7.743585561865e+02;3.974898239436e+04;4.119660126748e-01;1.418927444911e+03;1.007852674681e+02
